Name,F,M
Angelena,381.0,
Angelene,136.0,
Angeles,893.0,5.0
Angelgabriel,,71.0
Angeli,162.0,
Angelia,3938.0,
Angeliah,5.0,
Angelic,667.0,
Angelica,33355.0,118.0
Angelicamaria,5.0,
Angelicamarie,5.0,
Angelicia,6.0,
Angelie,278.0,
Angelik,10.0,
Angelika,367.0,
Angelin,50.0,
Angelina,31127.0,
Angelinah,5.0,
Angeline,3309.0,
Angelinne,5.0,
Angelino,,18.0
Angelique,7347.0,
Angelisa,38.0,
Angelise,13.0,
Angelita,2648.0,
Angelito,,10.0
Angeljesus,,5.0
Angella,303.0,
Angelle,20.0,
Angelli,36.0,
Angellica,10.0,
Angellina,14.0,
Angello,,67.0
Angelly,39.0,
Angelmarie,17.0,
Angelo,5.0,13557.0
Angelus,,7.0
Angely,212.0,
Angelyn,199.0,
Angelyna,91.0,
Angelyne,17.0,
Angelynn,46.0,
Angeni,5.0,
Angi,5.0,
Angie,14485.0,
Angle,11.0,
Anglea,80.0,
Anglia,23.0,
Anguel,,20.0
Angus,,422.0
Angy,38.0,
Anh,420.0,142.0
Anhad,,6.0
Anhelica,5.0,
Anhthu,13.0,
Ani,1056.0,
Ania,258.0,
Aniah,342.0,
Anibal,6.0,542.0
Anica,123.0,
Anice,10.0,
Aniceto,,5.0
Anicia,77.0,
Aniel,,6.0
Aniela,61.0,
Anijah,33.0,
Anik,,10.0
Anika,2966.0,
Aniket,,47.0
Aniketh,,10.0
Anil,,67.0
Anilah,5.0,
Anina,5.0,
Anique,5.0,
Anirudh,,279.0
Anisa,945.0,
Anisah,55.0,
Anise,34.0,
Anish,,487.0
Anisha,657.0,
Anishka,46.0,
Anissa,3197.0,
Aniston,33.0,
Anistyn,6.0,
Anita,38303.0,
Anitra,562.0,
Anitza,6.0,
Anival,,55.0
Aniya,2062.0,
Aniyah,3160.0,
Aniyha,5.0,
Aniyla,5.0,
Aniylah,6.0,
Aniza,5.0,
Anja,258.0,
Anjalee,5.0,
Anjali,867.0,
Anjana,17.0,
Anjanae,5.0,
Anjanette,463.0,
Anjani,6.0,
Anjannette,5.0,
Anjeanette,32.0,
Anjel,,189.0
Anjela,34.0,
Anjelica,1187.0,
Anjelika,23.0,
Anjelina,68.0,
Anjenette,5.0,
Anjolie,63.0,
Anjolina,15.0,
Anjuli,64.0,
Ankit,,51.0
Ankita,76.0,
Ankitha,5.0,
Ankur,,59.0
Ankush,,5.0
Anmarie,10.0,
Anmol,62.0,81.0
Ann,59501.0,5.0
Anna,101870.0,83.0
Annabel,2117.0,
Annabell,498.0,
Annabella,2239.0,
Annabelle,7667.0,
Annabeth,116.0,
Annaclaire,5.0,
Annagrace,29.0,
Annah,21.0,
Annahi,26.0,
Annai,11.0,
Annais,24.0,
Annaka,17.0,
Annalea,34.0,
Annaleah,92.0,
Annalee,664.0,
Annaleigh,132.0,
Annali,39.0,
Annalia,102.0,
Annalicia,81.0,
Annalie,108.0,
Annaliese,491.0,
Annalina,5.0,
Annalisa,1145.0,
Annalise,1738.0,
Annaliyah,13.0,
Annaliz,5.0,
Annaliza,10.0,
Annaly,98.0,
Annalyn,58.0,
Annalynn,41.0,
Annalyse,126.0,
Annamae,30.0,
Annamaria,498.0,
Annamarie,1613.0,
Annarose,5.0,
Annasofia,5.0,
Annasophia,48.0,
Annastacia,5.0,
Annastasia,67.0,
Annay,6.0,
Annaya,5.0,
Anndrea,10.0,
Anne,42817.0,17.0
Anneka,36.0,
Anneke,105.0,
Annel,224.0,
Anneliese,693.0,
Annelise,786.0,
Annell,10.0,
Annelyse,5.0,
Annemarie,1436.0,
Anner,5.0,
Annessa,35.0,
Annet,21.0,
Annete,16.0,
Anneth,23.0,
Annett,27.0,
Annetta,430.0,
Annette,31607.0,5.0
Anni,11.0,
Annia,12.0,
Annica,23.0,
Annice,74.0,
Annie,62175.0,151.0
Anniemae,5.0,
Annika,3540.0,
Annis,81.0,
Annisa,32.0,
Annissa,133.0,
Anniston,142.0,
Annita,11.0,
Anniyah,34.0,
Annmarie,2117.0,
Annslee,5.0,
Annsley,30.0,
Anny,214.0,
Annya,5.0,
Annye,5.0,
Anoop,,10.0
Anora,10.0,
Anouk,31.0,
Anoushka,147.0,
Anquette,19.0,
Ansel,,323.0
Anselmo,,346.0
Ansh,,237.0
Anshika,37.0,
Anshul,,39.0
Anslee,61.0,
Ansleigh,73.0,
Ansley,819.0,
Anson,,683.0
Antara,5.0,
Ante,,11.0
Anthea,25.0,
Anthoney,,251.0
Anthoni,,66.0
Anthonie,,72.0
Anthonny,,5.0
Anthony,1178.0,279917.0
Anthonyjames,,12.0
Anthonyjohn,,5.0
Anthonyjr,,12.0
Antione,,365.0
Antionette,1419.0,
Antjuan,,10.0
Antoine,,3460.0
Antoinette,11955.0,
Anton,,1897.0
Antone,,473.0
Antonela,5.0,
Antonella,322.0,
Antonette,925.0,
Antoni,,186.0
Antonia,6503.0,150.0
Antonie,,12.0
Antonieta,22.0,
Antonietta,25.0,
Antoniette,22.0,
Antonina,78.0,
Antonino,,72.0
Antonio,294.0,59004.0
Antoniodejesus,,15.0
Antonisha,13.0,
Antony,,1688.0
Antron,,10.0
Antuan,,42.0
Antwain,,73.0
Antwaine,,5.0
Antwan,,985.0
Antwanette,23.0,
Antwaun,,22.0
Antwine,,11.0
Antwoine,,10.0
Antwon,,435.0
Antwone,,83.0
Anuar,,19.0
Anuhea,27.0,
Anuj,,57.0
Anum,31.0,
Anurag,,12.0
Anureet,5.0,
Anusha,185.0,
Anushka,295.0,
Anushree,5.0,
Anvay,,5.0
Anvi,95.0,
Anvika,23.0,
Anvita,74.0,
Anvitha,12.0,
Anwar,,153.0
Anwita,11.0,
Any,11.0,
Anya,2736.0,
Anyah,84.0,
Anyeli,11.0,
Anyelin,17.0,
Anyia,19.0,
Anyiah,10.0,
Anyla,34.0,
Anylah,21.0,
Anysa,23.0,
Anysia,5.0,
Anyssa,669.0,
Anze,,5.0
Aoi,5.0,
Aoife,106.0,
Aolani,176.0,
Aolanis,158.0,
Aparna,40.0,
Apolinar,,187.0
Apollo,,460.0
Apollonia,29.0,
Apolo,,6.0
Apolonia,51.0,
Apolonio,,125.0
Apoorva,15.0,
Apple,42.0,
April,53397.0,26.0
Aprille,15.0,
Apryl,264.0,
Aqsa,5.0,
Aqueelah,15.0,
Aquil,,5.0
Aquila,5.0,
Aquiles,,43.0
Aquilla,5.0,
Ara,169.0,249.0
Arabella,2263.0,
Arabelle,97.0,
Araceli,8068.0,63.0
Aracelia,21.0,
Aracely,3200.0,
Aradhya,17.0,
Aralyn,72.0,
Aralynn,26.0,
Aram,,708.0
Aramis,5.0,215.0
Aran,,57.0
Arantxa,73.0,
Arantza,120.0,
Aranza,454.0,
Araseli,459.0,
Arasely,25.0,
Arash,,271.0
Arath,,295.0
Arav,,123.0
Aravind,,8.0
Araya,254.0,
Arayah,53.0,
Arcadio,,99.0
Arcelia,656.0,
Arcenio,,5.0
Arch,,5.0
Archer,,1092.0
Archie,20.0,5233.0
Archit,,10.0
Archita,5.0,
Archivaldo,,10.0
Arcola,31.0,
Arda,,21.0
Ardath,11.0,
Ardelia,11.0,
Ardell,32.0,10.0
Ardella,42.0,
Ardelle,5.0,
Arden,449.0,230.0
Ardeth,15.0,
Ardis,164.0,6.0
Ardith,261.0,5.0
Ardyce,5.0,
Ardys,5.0,
Areana,33.0,
Areanna,62.0,
Areeb,,5.0
Areej,5.0,
Areen,5.0,
Areg,,24.0
Areil,6.0,
Areisy,9.0,
Arek,,15.0
Areli,2034.0,
Arelie,13.0,
Arelis,17.0,
Arella,25.0,
Arelly,42.0,
Arely,3217.0,
Arelys,14.0,
Aren,,376.0
Ares,,390.0
Aretha,709.0,
Arfa,6.0,
Argelia,238.0,
Argenis,,189.0
Argie,16.0,10.0
Argus,,16.0
Arhaan,,14.0
Arham,,43.0
Arhan,,11.0
Ari,268.0,2326.0
Aria,6421.0,219.0
Ariadna,651.0,
Ariadne,557.0,
Ariah,706.0,
Ariahna,5.0,
Arial,39.0,
Ariam,5.0,
Arian,48.0,818.0
Ariana,26008.0,15.0
Arianah,117.0,
Ariane,506.0,
Ariani,38.0,
Arianie,5.0,
Arianna,19161.0,
Ariannah,81.0,
Arianne,633.0,
Arianni,54.0,
Ariannie,5.0,
Arianny,258.0,
Ariany,19.0,
Arias,,6.0
Ariatna,31.0,
Ariauna,5.0,
Ariba,6.0,
Aribella,57.0,
Aric,,932.0
Arica,148.0,
Arick,,34.0
Ariday,13.0,
Arie,101.0,144.0
Arieana,34.0,
Arieanna,89.0,
Ariel,15015.0,3457.0
Ariela,402.0,
Ariele,12.0,
Ariell,47.0,
Ariella,1268.0,
Arielle,4677.0,11.0
Ariely,6.0,
Aries,211.0,278.0
Arif,,5.0
Arihaan,,5.0
Arihana,5.0,
Arihanna,34.0,
Arihant,,5.0
Arik,,278.0
Arika,194.0,
Arilene,5.0,
Arilynn,5.0,
Arin,213.0,223.0
Arina,67.0,
Arion,5.0,123.0
Ariona,10.0,
Arionna,82.0,
Aris,96.0,271.0
Arisa,99.0,
Arisbeth,157.0,
Arisha,27.0,
Arissa,378.0,
Arista,20.0,
Aristea,5.0,
Aristeo,,143.0
Aristides,,10.0
Ariston,,18.0
Aristotle,,71.0
Aritza,23.0,
Arius,,38.0
Ariv,,5.0
Ariya,283.0,
Ariyah,363.0,
Ariyan,5.0,5.0
Ariyana,292.0,
Ariyanna,147.0,
Ariza,331.0,
Arizbeth,65.0,
Arizona,34.0,
Arjan,,122.0
Arjay,,18.0
Arjen,,43.0
Arjun,,1648.0
Arjuna,,16.0
Arkie,6.0,
Arla,47.0,
Arlan,,28.0
Arland,,12.0
Arlean,57.0,
Arlee,10.0,5.0
Arleen,1929.0,
Arleene,15.0,
Arlen,109.0,462.0
Arlena,107.0,
Arlene,19798.0,
Arlenne,17.0,
Arlet,242.0,
Arleta,5.0,
Arleth,908.0,
Arletha,19.0,
Arlett,131.0,
Arletta,11.0,
Arlette,1057.0,
Arley,,325.0
Arlie,15.0,341.0
Arlin,210.0,130.0
Arlina,5.0,
Arlinda,97.0,
Arline,1673.0,
Arlis,,158.0
Arlisa,5.0,
Arliz,6.0,
Arlo,6.0,568.0
Arlon,,30.0
Arly,129.0,
Arlyn,416.0,
Arlyne,45.0,
Arlynn,21.0,
Arma,11.0,
Armaan,,623.0
Arman,,1149.0
Armand,,1812.0
Armanda,36.0,
Armandina,5.0,
Armando,103.0,28954.0
Armani,657.0,1245.0
Armen,,752.0
Armida,1791.0,
Armin,,189.0
Arminda,25.0,
Armine,69.0,
Armon,,249.0
Armond,,196.0
Armondo,,264.0
Armoni,47.0,15.0
Armonie,5.0,
Armstead,,6.0
Arna,5.0,
Arnaldo,,151.0
Arnav,,667.0
Arne,,96.0
Arnel,,96.0
Arnell,16.0,
Arnelle,5.0,
Arnetia,5.0,
Arnetra,5.0,
Arnetta,60.0,
Arnette,7.0,
Arnie,5.0,86.0
Arnita,94.0,
Arno,,23.0
Arnold,,12262.0
Arnoldo,,937.0
Arnulfo,,1609.0
Arohi,7.0,
Aroldo,,10.0
Aron,,3051.0
Arora,6.0,
Arpi,52.0,
Arpine,10.0,
Arpita,6.0,
Arren,,5.0
Arriana,244.0,
Arrianna,127.0,
Arrie,84.0,
Arrielle,5.0,
Arron,,1088.0
Arrow,18.0,46.0
Arsalan,,12.0
Arsema,27.0,
Arsen,,121.0
Arsenio,,159.0
Arsh,,85.0
Arshan,,36.0
Arshdeep,5.0,24.0
Arshia,26.0,24.0
Art,,1366.0
Artavia,5.0,
Artelia,6.0,
Artem,,79.0
Artemio,,558.0
Artemis,53.0,
Artemisa,114.0,
Arther,,695.0
Arthur,96.0,72248.0
Arthurine,11.0,
Arthuro,,24.0
Arti,5.0,
Artie,558.0,204.0
Artin,,137.0
Artis,,385.0
Artisha,6.0,
Artur,,100.0
Arturo,67.0,20936.0
Artyom,,5.0
Arul,,5.0
Arun,,140.0
Arush,,41.0
Arushi,101.0,
Arvel,,117.0
Arvid,,33.0
Arvie,22.0,5.0
Arvil,,151.0
Arvin,,521.0
Arvind,,35.0
Arwa,18.0,
Arwen,275.0,
Arwyn,12.0,
Ary,5.0,6.0
Arya,1393.0,549.0
Aryah,63.0,
Aryam,42.0,
Aryaman,,16.0
Aryan,28.0,1125.0
Aryana,1203.0,
Aryanah,6.0,
Aryanna,1587.0,
Aryannah,11.0,
Aryav,,5.0
Aryeh,,50.0
Aryel,16.0,
Aryiah,5.0,
Aryn,189.0,
Aryona,5.0,
Aryonna,5.0,
Aryssa,59.0,
Asa,32.0,1327.0
Asad,,109.0
Asael,,255.0
Asaf,,8.0
Asahel,,17.0
Asahi,,5.0
Asaiah,,20.0
Asako,37.0,
Asante,6.0,82.0
Ascencion,5.0,28.0
Ascension,5.0,
Ascher,,5.0
Aseel,15.0,
Asenath,17.0,
Asenet,6.0,
Aseneth,7.0,
Ash,,69.0
Asha,1138.0,6.0
Ashante,43.0,
Ashanti,1397.0,12.0
Ashanty,58.0,
Ashar,,6.0
Ashari,5.0,
Ashby,31.0,10.0
Asheley,28.0,
Ashely,1232.0,
Asher,16.0,6662.0
Ashford,,5.0
Ashia,126.0,
Ashika,11.0,
Ashira,15.0,
Ashish,,65.0
Ashkan,,53.0
Ashkon,,6.0
Ashlan,62.0,5.0
Ashland,5.0,
Ashle,19.0,
Ashlea,294.0,
Ashlee,8910.0,6.0
Ashleen,154.0,
Ashlei,225.0,
Ashleigh,6056.0,10.0
Ashlen,47.0,
Ashley,186366.0,1855.0
Ashleyann,12.0,
Ashleymarie,42.0,
Ashleynicole,44.0,
Ashli,789.0,
Ashlie,1921.0,
Ashliegh,37.0,
Ashlin,211.0,
Ashly,2458.0,
Ashlye,10.0,
Ashlyn,7779.0,
Ashlynn,3702.0,
Ashlynne,126.0,
Ashmit,,5.0
Ashmita,5.0,
Ashna,108.0,
Ashneel,,5.0
Ashot,,11.0
Ashraf,,40.0
Ashten,24.0,35.0
Ashtin,25.0,49.0
Ashton,2642.0,8789.0
Ashtyn,482.0,25.0
Ashunti,6.0,
Ashvin,,12.0
Ashwath,,5.0
Ashwika,5.0,
Ashwin,,329.0
Asia,4999.0,13.0
Asiah,91.0,5.0
Asiana,7.0,
Asiel,,38.0
Asif,,7.0
Asim,,42.0
Asiya,84.0,
Asiyah,20.0,
Askari,,47.0
Aslan,,37.0
Asley,40.0,
Aslyn,5.0,
Asma,151.0,
Asmaa,11.0,
Asmi,5.0,
Aspen,2427.0,18.0
Aspyn,56.0,
Assael,,15.0
Assata,8.0,
Aster,5.0,
Astha,5.0,
Astin,,15.0
Aston,,185.0
Astrid,1710.0,
Asucena,125.0,
Asuka,5.0,
Asusena,242.0,
Asuzena,22.0,
Asya,87.0,
Atalia,24.0,
Atalie,14.0,
Atanacio,,7.0
Atenas,11.0,
Atha,16.0,
Athalia,25.0,
Athan,,301.0
Athanasios,,6.0
Atharv,,107.0
Atharva,,102.0
Atheena,5.0,
Athel,,5.0
Athen,,63.0
Athena,7544.0,
Athina,59.0,
Athony,,6.0
Athos,,5.0
Athyna,6.0,
Athziri,96.0,
Athziry,74.0,
Atiana,111.0,
Atianna,33.0,
Atiba,,6.0
Atiksh,,6.0
Atilano,,5.0
Atiya,12.0,
Atlas,5.0,340.0
Atom,,106.0
Atreyu,,208.0
Atthew,,5.0
Atticus,,1412.0
Attila,,21.0
Attilio,,27.0
Atul,,8.0
Atzel,,5.0
Atzi,5.0,
Atzin,,6.0
Atziri,142.0,
Atziry,93.0,
Aubreanna,10.0,
Aubree,5060.0,
Aubreigh,28.0,
Aubrey,16767.0,4004.0
Aubreyana,21.0,
Aubri,216.0,
Aubriana,477.0,
Aubrianna,526.0,
Aubrie,1871.0,
Aubriee,5.0,
Aubriella,244.0,
Aubrielle,350.0,
Aubry,270.0,33.0
Aubryana,12.0,
Aubryanna,5.0,
Auburn,92.0,36.0
Audel,,46.0
Audelia,15.0,
Auden,5.0,46.0
Audery,5.0,
Audie,315.0,201.0
Audra,4469.0,
Audre,5.0,
Audrea,64.0,
Audreana,5.0,
Audreanna,23.0,
Audree,308.0,
Audreena,15.0,
Audrena,5.0,
Audrey,45167.0,54.0
Audreyana,6.0,
Audri,65.0,
Audria,6.0,
Audriana,732.0,
Audrianna,558.0,
Audric,,22.0
Audrie,332.0,
Audrina,2482.0,
Audrinna,50.0,
Audris,8.0,
Audry,207.0,
Audryna,31.0,
Audy,,6.0
Augie,,40.0
August,294.0,3475.0
Augusta,858.0,56.0
Auguste,,5.0
Augustin,,520.0
Augustina,127.0,
Augustine,57.0,2902.0
Augusto,,143.0
Augustus,,1035.0
Aujanae,6.0,
Aulani,102.0,
Aum,,5.0
Aundre,,48.0
Aundrea,641.0,
Aundria,19.0,
Aunika,11.0,
Aunna,5.0,
Aura,511.0,
Aurash,,6.0
Aurea,30.0,
Aurelia,1658.0,
Aureliano,,67.0
Aurelio,,1914.0
Aurelius,,32.0
Auri,11.0,
Auria,37.0,
Auriana,10.0,
Aurianna,13.0,
Auriel,16.0,
Aurielle,25.0,
Auron,,5.0
Aurora,10663.0,
Ausitn,,7.0
Austen,36.0,1048.0
Austin,560.0,63242.0
Auston,,272.0
Austreberto,,5.0
Austyn,258.0,501.0
Auther,,234.0
Autherine,8.0,
Author,,150.0
Authur,,82.0
Autie,5.0,
Autrey,,6.0
Autry,,33.0
Autum,173.0,
Autumn,18479.0,
Ava,35936.0,
Avagrace,5.0,
Avah,324.0,
Avalee,21.0,
Avaleigh,10.0,
Avalina,26.0,
Avaline,10.0,
Avalon,651.0,
Avalyn,166.0,
Avalynn,122.0,
Avamarie,84.0,
Avan,,71.0
Avaneesh,,15.0
Avanell,5.0,
Avangeline,6.0,
Avani,385.0,
Avant,,23.0
Avante,,5.0
Avantika,23.0,
Avaree,13.0,
Avari,11.0,
Avarie,79.0,
Avarose,14.0,
Avary,92.0,
Avaya,27.0,
Avayah,13.0,
Avedis,,20.0
Aveer,,6.0
Avelardo,,20.0
Avelina,183.0,
Aveline,60.0,
Avelino,,66.0
Avelyn,18.0,
Aven,137.0,160.0
Avenir,,25.0
Averee,22.0,
Averey,9.0,
Averi,511.0,
Averie,994.0,
Avery,16720.0,6315.0
Averyrose,5.0,
Avetis,,29.0
Aveyah,5.0,
Avi,18.0,434.0
Avia,54.0,
Aviah,6.0,
Avian,,67.0
Aviana,607.0,
Avianah,6.0,
Avianna,429.0,
Avie,12.0,
Aviel,,73.0
Aviella,6.0,
Avielle,11.0,
Avigail,188.0,
Avigayil,5.0,
Avika,38.0,
Avila,58.0,
Avilene,10.0,
Avin,,52.0
Avina,15.0,
Avinash,,71.0
Avion,,24.0
Aviraj,,7.0
Avis,1267.0,
Avishek,,5.0
Avital,22.0,
Aviv,10.0,63.0
Aviva,191.0,
Aviyah,5.0,
Avleen,36.0,
Avneet,137.0,
Avner,,5.0
Avni,142.0,
Avnoor,9.0,
Avo,5.0,5.0
Avonlea,52.0,
Avory,6.0,
Avraham,,126.0
Avraj,,8.0
Avram,,7.0
Avree,5.0,
Avrie,29.0,
Avril,340.0,
Avrohom,,5.0
Avry,13.0,
Avy,11.0,
Avyaan,,28.0
Avyan,,23.0
Avyanna,24.0,
Avyay,,7.0
Avyukt,,13.0
Avyukth,,8.0
Awet,,5.0
Awilda,6.0,
Axcel,,27.0
Axel,,8558.0
Axell,,49.0
Axl,,199.0
Axle,,36.0
Axton,,173.0
Aya,638.0,
Ayaan,,573.0
Ayaansh,,6.0
Ayah,279.0,
Ayaka,39.0,
Ayako,135.0,
Ayala,16.0,
Ayame,6.0,
Ayan,,248.0
Ayana,1404.0,
Ayanah,14.0,
Ayane,19.0,
Ayani,10.0,
Ayanna,2137.0,
Ayannah,17.0,
Ayano,5.0,
Ayansh,,18.0
Ayari,66.0,
Ayasha,5.0,
Ayat,15.0,
Ayce,,5.0
Ayda,45.0,
Aydan,5.0,776.0
Ayde,41.0,
Aydee,6.0,
Aydeen,,5.0
Ayden,231.0,11106.0
Aydenn,,98.0
Aydin,,651.0
Aydon,,5.0
Ayelen,103.0,
Ayelet,8.0,
Ayerim,5.0,
Ayesha,709.0,
Ayiana,60.0,
Ayinde,,5.0
Ayisha,5.0,
Ayla,3080.0,
Aylah,39.0,
Aylan,,13.0
Aylani,38.0,
Aylee,10.0,
Ayleen,1530.0,
Aylen,101.0,
Aylene,117.0,
Aylet,5.0,
Ayleth,5.0,
Aylin,2993.0,
Ayline,95.0,
Aylinn,6.0,
Aylssa,5.0,
Ayman,,139.0
Aymar,41.0,
Ayme,27.0,
Aymee,22.0,
Aymen,,5.0
Ayoub,,11.0
Ayra,18.0,
Ayram,6.0,
Ayrton,,80.0
Aysha,243.0,
Aysia,178.0,
Ayub,,24.0
Ayumi,92.0,
Ayush,,307.0
Ayushi,31.0,
Ayva,306.0,
Ayvah,82.0,
Ayven,,5.0
Azaan,,40.0
Azad,,10.0
Azadeh,12.0,
Azael,,365.0
Azaiah,,36.0
Azalea,958.0,
Azaleah,56.0,
Azalia,245.0,
Azaliah,12.0,
Azalie,5.0,
Azan,,5.0
Azara,5.0,
Azari,12.0,
Azaria,405.0,
Azariah,355.0,372.0
Azayla,5.0,
Azeem,,6.0
Azelia,22.0,
Azeneth,123.0,
Azhane,5.0,
Azia,53.0,
Aziah,,5.0
Aziel,,117.0
Azim,,5.0
Azita,5.0,
Aziya,5.0,
Aziyah,5.0,
Aziz,,65.0
Aziza,171.0,
Azlan,,15.0
Azlyn,6.0,
Azlynn,11.0,
Azra,23.0,
Azrael,,30.0
Azriel,10.0,194.0
Azucena,1574.0,
Azul,1145.0,
Azure,100.0,
Azusena,128.0,
Azzie,21.0,
Babak,,52.0
Babette,318.0,
Baby,397.0,436.0
Babyboy,,232.0
Babygirl,247.0,6.0
Bacilio,,10.0
Baden,,11.0
Bahar,50.0,
Bahe,,20.0
Bailee,1810.0,
Baileigh,86.0,
Bailey,15748.0,2773.0
Bailie,78.0,
Baillie,5.0,
Baily,57.0,18.0
Bairon,,10.0
Bakari,,38.0
Baker,,19.0
Balam,,12.0
Baldemar,,94.0
Baldomero,,70.0
Baldwin,,10.0
Baleigh,74.0,
Baleria,107.0,
Balian,,13.0
Balinda,11.0,
Baltasar,,5.0
Baltazar,,603.0
Balthazar,,5.0
Bama,105.0,
Bambi,690.0,
Bane,,35.0
Banesa,125.0,
Banessa,44.0,
Bani,11.0,
Banks,,16.0
Banner,,5.0
Banyan,,26.0
Bao,267.0,148.0
Barack,,19.0
Barak,,26.0
Baran,6.0,
Barb,66.0,
Barbara,217189.0,186.0
Barbi,10.0,
Barbie,284.0,
Barbra,720.0,
Barclay,,5.0
Bard,,6.0
Bardo,,5.0
Bari,63.0,
Barnaby,,5.0
Barney,,1866.0
Barnie,,8.0
Baron,,691.0
Barre,,5.0
Barret,,49.0
Barrett,5.0,2046.0
Barri,10.0,
Barrie,120.0,6.0
Barrington,,31.0
Barron,,302.0
Barry,6.0,22446.0
Bart,,1998.0
Bartholomew,,87.0
Bartley,,28.0
Bartolo,,10.0
Barton,,840.0
Baruc,,6.0
Baruch,,15.0
Bascom,,5.0
Basem,,5.0
Bashar,,7.0
Basia,7.0,
Basil,5.0,564.0
Basilio,,225.0
Bassam,,5.0
Bassel,,5.0
Bastian,,84.0
Batsheva,14.0,
Batu,,5.0
Batya,5.0,
Baudelio,,76.0
Baxter,,84.0
Bay,27.0,
Baya,5.0,
Bayan,,5.0
Bayardo,,5.0
Bayla,11.0,
Baylee,2761.0,17.0
Bayleigh,340.0,
Baylen,,5.0
Bayley,123.0,24.0
Bayli,5.0,
Baylie,307.0,
Baylor,22.0,254.0
Bayne,,7.0
Bayron,,189.0
Bb,,31.0
Bea,67.0,
Bear,,112.0
Beatrice,23057.0,10.0
Beatris,373.0,
Beatrix,251.0,
Beatriz,6745.0,10.0
Beau,38.0,5356.0
Beaulah,21.0,
Beauregard,,5.0
Beautiful,74.0,
Beaux,,22.0
Bebe,46.0,
Becca,75.0,
Beck,,291.0
Beckam,,17.0
Becker,,16.0
Beckett,5.0,1526.0
Beckham,,540.0
Becki,202.0,
Beckie,228.0,
Becky,13859.0,
Bedelia,5.0,
Bedford,,8.0
Bee,17.0,223.0
Bejamin,,24.0
Bejan,,6.0
Bela,50.0,
Belal,,44.0
Belanna,5.0,
Belem,35.0,
Belen,3906.0,16.0
Belia,279.0,
Belicia,58.0,
Belina,6.0,
Belinda,15178.0,
Belisario,,5.0
Belkis,21.0,
Belkys,10.0,
Bell,12.0,
Bella,11181.0,
Belladonna,13.0,
Bellah,43.0,
Bellamarie,23.0,
Bellamy,43.0,
Bellarose,99.0,
Belle,778.0,
Bellina,5.0,
Belton,,49.0
Belva,236.0,
Ben,,12188.0
Benaiah,,64.0
Benard,,20.0
Benedict,,555.0
Benedicto,,5.0
Benetta,6.0,
Benicia,11.0,
Benicio,,560.0
Benigno,,191.0
Benita,1917.0,
Benito,,2630.0
Benjaman,,15.0
Benjamen,,166.0
Benjamin,194.0,119626.0
Benjamine,,5.0
Benjaminjoseph,,5.0
Benji,,68.0
Benjie,,25.0
Benjiman,,69.0
Bennet,,31.0
Bennett,64.0,3996.0
Bennie,1642.0,7371.0
Benny,,8946.0
Benson,,946.0
Bentlee,31.0,182.0
Bentley,279.0,3857.0
Bently,,177.0
Benton,,441.0
Benyamin,,42.0
Berania,13.0,
Berenice,3251.0,5.0
Berenis,64.0,
Berenise,241.0,
Bereniz,5.0,
Berenize,19.0,
Bergen,11.0,
Berkeley,59.0,10.0
Berkley,126.0,5.0
Berlin,431.0,16.0
Berlinda,7.0,
Berlyn,216.0,
Berlynn,55.0,
Berna,5.0,
Bernabe,,308.0
Bernadette,8281.0,
Bernadine,1051.0,
Bernard,5.0,15920.0
Bernardette,6.0,
Bernardine,43.0,
Bernardino,,265.0
Bernardo,,3261.0
Bernece,5.0,
Berneice,67.0,
Bernell,10.0,5.0
Bernelle,5.0,
Bernerd,,5.0
Bernessia,6.0,
Bernestine,12.0,
Bernetta,15.0,
Bernhard,,15.0
Bernice,23707.0,191.0
Bernie,14.0,979.0
Berniece,582.0,
Bernita,120.0,
Beronica,308.0,
Berry,,338.0
Bert,,3561.0
Berta,844.0,
Bertha,23308.0,10.0
Bertie,1179.0,
Bertin,,10.0
Bertina,5.0,
Bertram,,282.0
Bertrand,,48.0
Beryl,519.0,10.0
Bess,22.0,
Bessie,16142.0,5.0
Bessy,19.0,
Betania,7.0,
Beth,17444.0,
Bethani,5.0,
Bethanie,284.0,
Bethann,28.0,
Bethanne,11.0,
Bethanny,13.0,
Bethany,15584.0,
Bethel,185.0,17.0
Bethenny,6.0,
Bethlehem,10.0,
Bethsaida,5.0,
Bethsy,8.0,
Bethzaida,7.0,
Bethzi,7.0,
Bethzy,112.0,
Betina,27.0,
Betsabe,260.0,
Betsaida,132.0,
Betsey,35.0,
Betsy,6318.0,
Bette,4024.0,
Betti,15.0,
Bettie,4976.0,
Bettina,794.0,
Betty,137102.0,196.0
Bettye,5026.0,
Bettylou,12.0,
Betzabe,24.0,
Betzabeth,64.0,
Betzaida,230.0,
Betzaira,21.0,
Betzayda,24.0,
Betzayra,7.0,
Betzi,8.0,
Betzy,242.0,
Beulah,4533.0,
Bev,64.0,
Beverlee,249.0,
Beverley,1822.0,
Beverly,55933.0,115.0
Bevin,15.0,
Bexley,15.0,
Beya,15.0,
Beyonce,369.0,
Bg,30.0,
Bhargav,,16.0
Bhavya,14.0,
Bianca,20843.0,44.0
Bianey,175.0,
Bianka,540.0,
Bibb,,33.0
Bibi,11.0,
Bibiana,366.0,
Bibianna,5.0,
Bich,12.0,
Bijan,,321.0
Bijon,,10.0
Bijou,16.0,
Bilal,,433.0
Bilan,5.0,
Bill,,29398.0
Billal,,15.0
